rt,response,phase,noiseprop,freqs,vindic,nTotal,nDiff,mask,prime,probe,cresponse,ACC
560,z,testing,0.25,[1,1,2,18.37917367995256,64],[1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0],1,0,+,M,M,z,true
713,m,testing,0.25,[1,3.0314331330207964,16,64,111.43047210190387],[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0],1,1,-,M,Z,m,true
