rt,response,phase,noiseprop,freqs,vindic,nTotal,nDiff,mask,prime,probe,cresponse,ACC
401,z,testing,0.25,[1,2.6390158215457884,13.928809012737984,16,73.51669471981025],[1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0],1,0,+,C,C,z,true
336,m,testing,0.25,[1,1.148698354997035,1.3195079107728942,9.18958683997628,222.86094420380775],[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0],1,1,-,P,J,m,true
